@relation MultiLabelData

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
0.072454,-0.076628,-0.033415,-0.053382,-0.054053,-0.114711,-0.055686,-0.03748,-0.068645,-0.032192,-0.022342,0.11752,0.10217,0.079386,0.009673,-0.076444,0.051968,-0.067671,-0.039563,0.111986,-0.07706,0.094761,0.053963,0.079509,0.111918,-0.014884,-0.049847,-0.075214,0.017743,0.06133,-0.017325,0.089299,0.075322,-0.044084,-0.130922,-0.07118,0.072673,0.123946,0.201118,0.114704,-0.00776,0.030643,0.064026,-0.04226,0.121508,0.092679,0.022841,-0.165821,-0.185757,-0.169564,-0.098124,-0.122891,-0.141044,-0.096803,-0.064505,-0.007202,-0.128369,-0.088462,0.124434,0.064606,0.120462,0.2038,0.252052,0.19502,-0.053344,-0.067163,0.101429,0.021035,0.145752,-0.008715,0.132071,0.076344,-0.107722,-0.022518,0.009909,-0.116975,-0.182299,-0.013481,0.007278,-0.074156,-0.074295,-0.110667,0.040176,0.195277,-0.071356,-0.072866,0.202104,0.080497,0.019469,0.186176,0.159914,-0.062467,-0.099926,-0.037143,-0.09193,0.001323,-0.089859,-0.073148,0.022005,-0.098669,0.00725,-0.071856,0.038411,1,1,0,0,1,1,0,0,0,0,0,1,1,0
0.281656,0.125902,0.025435,0.124179,0.029577,-0.058169,0.011439,0.095612,-0.091804,-0.030994,0.041549,0.288579,0.156865,0.209507,0.037238,0.264656,-0.038146,0.001868,-0.112054,-0.118645,0.009487,-0.01641,0.059262,0.066527,0.106335,-0.04993,-0.004288,0.066943,0.074168,0.070223,-0.235767,-0.101616,-0.005441,-0.001009,-0.042259,-0.052539,-0.173303,0.092145,-0.437163,0.066571,0.067764,0.004202,-0.103078,-0.019065,-0.145911,-0.066008,-0.195618,0.110405,0.015516,0.074585,0.068805,0.075608,0.077434,-0.033763,0.053902,-0.007941,0.013185,0.060188,-0.007944,-0.042339,-0.048119,0.071239,0.020529,-0.15504,-0.131159,-0.107908,0.016576,0.065053,0.056651,-0.086758,-0.012673,0.021317,0.031004,0.11262,-0.016229,-0.012104,-0.074236,-0.15213,0.048929,-0.009601,-0.022913,0.002702,0.023748,-0.038916,-0.013964,-0.012273,-0.020322,-0.020685,-0.032049,-0.024461,-0.01113,-0.012064,-0.026675,-0.018089,-0.027617,-0.025526,0.010061,0.05376,-0.000304,-0.040603,-0.031428,0.028759,0.10564,1,1,1,0,0,0,0,1,1,0,0,1,1,0
-0.208693,-0.069999,-0.033664,0.009819,-0.081089,-0.08612,-0.153566,-0.222502,-0.185678,-0.024746,-0.068792,0.013271,-0.043465,-0.054742,-0.166636,-0.123377,-0.108654,-0.095357,-0.136507,0.066611,-0.081669,0.013376,-0.012174,0.027916,0.015096,0.094643,0.008082,0.061203,-0.014303,-0.008994,0.019613,0.081292,0.01412,0.1099,0.12788,-0.085739,-0.102404,-0.139539,0.091452,0.074943,0.000881,-0.055044,-0.076502,0.039022,0.009723,-0.063828,-0.041224,-0.019729,0.125055,0.123228,0.124407,0.063432,0.088632,-0.021956,0.04537,-0.078202,0.261636,0.183197,-0.006265,0.031949,0.02858,0.009727,0.044711,-0.066808,-0.085318,-0.073462,-0.003727,-0.053085,0.08056,0.038146,-0.098352,-0.060867,-0.369726,-0.102902,0.087885,0.003828,-0.049385,0.066755,0.052492,0.058533,-0.048353,-0.065923,-0.050126,-0.080606,-0.034893,-0.03375,-0.009305,0.061611,-0.052597,-0.068612,-0.067367,-0.046643,-0.059161,-0.004831,-0.024337,-0.026346,-0.047354,-0.047575,-0.015008,0.384702,0.173121,-0.013495,0.027077,0,1,1,1,1,1,0,0,0,0,0,1,1,0
0.039119,0.009914,0.101617,0.094815,0.096138,-0.015454,-0.117402,0.065008,0.074775,-0.00772,0.318768,0.048219,0.006337,0.063412,0.14672,0.101243,-0.142422,-0.301352,-0.033968,0.012796,-0.034113,-0.049081,-0.097883,-0.105087,-0.138376,0.078558,0.011533,-0.010654,-0.031972,0.120582,0.018534,0.025895,0.092816,0.010167,0.015334,0.032702,-0.022283,-0.004575,0.025377,-0.005612,0.040928,0.004468,-0.056662,0.084265,0.123688,0.038153,0.080508,0.09049,-0.113848,-0.096749,-0.172875,-0.263999,-0.250502,-0.017181,-0.206995,-0.210618,-0.029121,-0.061889,0.047876,0.085905,0.12811,0.084865,0.089388,-0.000101,0.005031,0.029939,0.218936,0.190572,-0.003418,0.066464,-0.013486,0.03211,-0.032841,0.046441,-0.049394,0.141434,0.058398,0.105261,0.055599,-0.015192,-0.032907,-0.059124,-0.032686,-0.068511,-0.008059,-0.019113,-0.022546,-0.044266,-0.04141,-0.051455,-0.055961,-0.027693,-0.030731,-0.026551,-0.037859,-0.035048,-0.031108,-0.036141,-0.008449,0.224421,0.173847,0.005969,0.107434,1,1,0,0,1,1,0,0,0,0,0,0,0,0
0.079742,-0.123461,-0.111844,-0.032227,-0.00328,0.013771,0.071533,0.08685,0.064489,0.022717,0.01861,0.049204,0.070942,0.074656,-0.021295,0.023851,0.059423,0.03958,-0.055642,0.031128,0.030179,0.073004,0.17078,0.160706,0.101645,-0.059307,-0.104621,-0.074129,0.066497,-0.162867,-0.185241,-0.114376,0.179884,0.144596,0.099889,0.033165,0.058436,0.062792,0.059719,-0.026049,-0.033821,0.075798,0.05282,0.037788,0.02399,-0.036522,-0.013859,0.03682,-0.173099,0.005606,0.054131,0.100508,0.081948,-0.258284,0.109314,0.083225,-0.184352,-0.076612,-0.009463,-0.235716,-0.054159,-0.029772,-0.040179,0.057395,-0.007454,-0.028057,-0.181884,-0.097902,-0.061159,-0.016003,0.078276,0.139026,0.082109,0.044877,0.102643,-0.082692,-0.018397,-0.029009,-0.017138,-0.128696,0.067076,-0.048212,-0.171469,0.08528,-0.208602,-0.213811,0.010511,0.086982,0.105551,0.105618,0.102112,0.034387,0.085677,0.007035,0.075083,0.071391,-0.144535,-0.142095,0.133842,0.114929,-0.159074,0.128065,-0.018655,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.03051,-0.027287,0.066981,0.058161,0.171164,0.168496,0.140464,-0.003725,0.058334,0.00362,0.050158,0.025897,0.128386,0.025637,0.107521,-0.005852,0.025126,-0.016872,0.016444,0.020867,0.051135,0.004677,-0.00367,0.024133,-0.014038,-0.055406,-0.024785,-0.013381,-0.057118,0.019452,0.014792,-0.071685,-0.062595,0.049777,-0.004955,-0.04114,-0.032247,-0.094664,-0.065805,0.278851,-0.027892,-0.222267,0.019368,0.11865,-0.214095,-0.070265,-0.075106,0.003549,0.083868,0.054244,-0.054002,-0.117823,-0.133887,0.153976,-0.098179,-0.159676,0.01561,0.055883,-0.061703,-0.006764,-0.000528,-0.031146,0.041227,-0.032959,0.065908,-0.072983,0.064781,0.139348,-0.062661,-0.111011,-0.095826,-0.126304,0.024881,0.116492,0.118854,0.114717,0.121103,0.054865,0.055808,-0.039078,0.027715,-0.040627,0.467674,-0.08578,-0.047455,-0.046975,-0.050965,-0.061553,0.046059,-0.00888,-0.053487,-0.03738,-0.065664,0.031616,0.014296,0.087499,-0.018409,0.228343,-0.049621,-0.044248,-0.057416,0.205069,-0.155905,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.022801,0.116569,0.093209,-0.082411,0.023143,-0.071859,0.038276,0.203904,0.046939,0.158591,0.03889,0.123393,0.045218,0.036575,0.027852,0.106775,0.090663,0.352561,-0.166041,-0.020348,-0.095581,0.110682,0.050858,0.014263,0.019857,-0.035539,0.021038,0.033808,-0.054012,0.120399,0.045556,0.030505,0.055346,0.064282,0.057536,-0.079696,0.020477,0.039491,-0.014843,-0.040766,-0.090613,-0.024466,0.017335,0.039942,0.083452,0.084921,0.097856,0.059508,-0.058954,-0.083255,-0.109666,-0.020362,-0.006748,0.088941,-0.051998,0.10819,-0.18316,-0.144222,-0.064053,-0.066928,-0.018959,-0.004727,0.07723,-0.035226,0.049515,-0.077466,-0.015451,-0.097976,0.001098,0.051698,-0.03865,-0.115689,0.11674,0.061066,0.092252,0.088822,0.098109,-0.021193,-0.138132,-0.071983,0.198565,0.172219,-0.103876,0.087179,-0.108527,-0.102326,0.116094,0.056803,0.095612,-0.11931,-0.118359,-0.111537,0.18496,-0.110173,0.190585,0.146345,-0.069689,-0.063679,-0.099997,0.084659,0.167369,-0.098247,-0.176659,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011354,-0.016823,0.032882,-0.04533,0.002521,-0.101957,0.038274,0.090494,0.056755,-0.019684,0.029611,-0.073906,-0.06277,0.040405,0.061331,-0.014053,0.073641,-0.025728,-0.063417,-0.100368,-0.111966,-0.083981,-0.044824,-0.076822,-0.028147,-0.105455,-0.118596,-0.139236,-0.034466,-0.104481,-0.103367,-0.204637,-0.097886,-0.152665,-0.070763,-0.015945,0.047141,-0.00677,-0.052854,-0.111804,-0.073951,0.021639,0.045192,-0.177594,-0.013836,-0.061323,-0.058437,0.031288,0.073623,0.263177,0.323202,0.331641,0.349593,-0.298366,0.271829,0.114131,0.09614,0.000354,-0.049427,-0.007526,-0.018622,-0.100844,-0.034525,-0.051626,0.060389,0.000531,0.004612,-0.089849,-0.005397,-0.044143,-0.069994,-0.09737,0.015072,0.003174,-0.080376,-0.031228,0.004462,0.005228,-0.039687,-0.019003,-0.02443,-0.047358,-0.011331,-0.077309,-0.017908,-0.003627,-0.033217,-0.041469,-0.018246,0.003699,-0.003689,0.001032,-0.052823,0.041224,-0.023045,0.021441,-0.033678,-0.018185,0.007872,-0.042782,0.044297,0.009636,0.145328,1,1,1,0,0,0,0,0,0,0,0,1,1,0
0.038664,-0.085276,-0.171282,-0.109115,-0.118711,0.014422,0.0483,0.006877,0.04931,0.12951,-0.023273,0.164848,0.003602,0.083591,-0.013984,0.038386,0.008204,0.112757,-0.137214,0.120305,-0.110467,0.11611,0.099364,0.127148,0.119709,0.161394,0.042332,0.183923,0.458731,0.038117,-0.054054,0.173638,-0.09875,0.07625,-0.132084,0.000392,-0.079212,-0.163807,-0.004803,0.109743,-0.010512,-0.243698,-0.033424,0.030574,-0.188554,0.070433,-0.098433,0.142325,0.002296,-0.037947,0.032964,-0.009066,-0.033505,0.008483,-0.045274,0.062323,0.09844,0.035693,0.031974,-0.159742,-0.127612,0.041629,-0.048487,0.069739,-0.03486,-0.155461,-0.077205,-0.145281,-0.003663,-0.032303,-0.018283,0.239951,0.038332,0.020623,0.144075,-0.077409,-0.090207,-0.020228,-0.047604,0.00244,-0.019312,-0.029636,0.004902,-0.054532,0.00344,0.003731,-0.009755,-0.035239,-0.01304,-0.016697,-0.015986,-0.01069,-0.024206,0.007363,-0.015999,-0.020358,-0.010403,-0.008839,-0.013681,-0.029705,-0.01543,0.031304,0.123224,0,0,1,1,0,0,1,1,0,0,0,1,1,0
0.116562,-0.01659,0.063544,-0.087326,0.03934,-0.040471,0.055993,-0.011417,0.038555,0.062763,0.076379,0.066806,0.054161,0.012051,-0.055664,0.003514,-0.046521,-0.020326,0.096606,-0.045293,-0.045132,-0.036396,-0.045307,-0.050177,-0.138214,-0.14734,-0.102368,-0.217114,-0.028048,-0.154739,-0.057592,-0.155232,-0.226595,0.075526,-0.138257,-0.079239,-0.135531,-0.130908,-0.036647,0.112672,-0.164487,-0.248138,0.074174,0.036398,-0.110205,-0.092328,-0.15713,0.046769,0.09825,0.117514,0.099379,0.088459,0.051118,-0.033722,0.00444,-0.026011,0.076095,0.144663,-0.01799,0.065734,0.125864,0.007019,0.062904,0.02021,0.013513,-0.0002,-0.035259,-0.050941,-0.010012,0.08853,-0.025933,-0.04824,-0.02433,-0.004577,0.096589,-0.011052,0.061317,0.100883,0.120453,-0.069644,-0.071317,0.142913,0.041513,-0.113241,-0.06255,-0.049455,-0.084154,-0.086725,0.046749,0.290532,0.211543,-0.077822,0.248393,-0.030686,-0.011836,-0.080788,0.023968,0.209026,0.020375,-0.093354,-0.046516,-0.07128,-0.121407,0,1,1,0,0,0,0,0,0,0,0,0,0,0
