@relation MultiLabelData

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
-0.055013,-0.067484,-0.088843,-0.088121,-0.124998,0.005562,-0.142558,-0.00896,0.129501,0.170154,0.180549,0.010515,0.046354,-0.067678,-0.071002,0.123494,-0.053107,0.076622,0.050375,0.199814,0.033715,0.006828,-0.001032,0.049778,0.112828,0.159476,0.039684,0.150255,0.129285,0.087618,0.131889,0.126904,0.055231,0.068836,-0.002554,-0.004136,-0.020576,-0.001159,-0.026004,-0.044236,-0.066919,0.043185,0.018768,0.078398,0.027709,-0.039621,0.018439,0.086334,0.032314,0.084372,-0.040426,-0.084542,-0.022375,-0.001346,-0.218293,-0.17657,0.029192,0.06974,-0.123707,-0.07584,0.016079,-0.041683,0.03349,-0.025353,0.09796,-0.159369,0.132968,-0.018864,0.008068,-0.055674,-0.149921,0.011263,0.069718,0.08757,0.139672,-0.047141,-0.144354,-0.076956,-0.171041,0.254661,0.209947,-0.078417,-0.060057,-0.079091,-0.067769,-0.066352,-0.059434,-0.075873,-0.077908,-0.08253,-0.078945,-0.058872,0.151425,-0.06151,0.203486,-0.056446,0.195635,0.199034,-0.044101,-0.049585,-0.0545,-0.05212,-0.073592,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.283498,-0.035731,-0.141075,-0.108579,-0.143147,-0.061895,-0.063966,0.14835,-0.032869,0.170522,-0.042514,0.018095,-0.070544,0.075243,-0.166694,0.139061,0.009496,0.058457,0.156686,0.080112,0.191687,-0.01241,0.122163,0.074575,0.052065,-0.064149,-0.106801,-0.086422,0.080185,-0.093327,-0.11497,-0.063723,0.138059,0.112032,0.054015,0.007803,-0.038817,0.059833,0.041033,-0.050625,-0.015404,0.084119,0.024559,0.099732,0.086034,0.032923,0.092269,0.093597,0.037142,-0.089173,-0.102076,-0.085354,-0.05044,0.02428,-0.100758,0.038494,-0.033727,-0.106807,-0.078634,-0.181959,-0.04686,-0.18898,-0.2675,0.107891,-0.056699,0.165347,-0.084187,-0.012061,0.017733,0.019232,0.124189,0.180573,0.012641,0.132016,0.074467,-0.042505,-0.135073,-0.011637,-0.021311,-0.073222,-0.092409,0.049854,0.178614,-0.083749,-0.086578,-0.024686,-0.082049,-0.092229,0.017273,-0.018229,0.052131,0.058421,0.012342,0.038958,-0.09048,-0.084776,-0.006787,0.023147,-0.038919,-0.087839,0.183984,0.110701,0.072583,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0.044506,0.026222,0.038341,-0.012297,0.071163,-0.059155,0.098862,-0.050542,0.008524,-0.057616,-0.016835,-0.083038,0.076105,-0.01731,0.027554,-0.081823,-0.035679,-0.073865,0.027157,0.165156,0.139876,0.067046,0.001144,-0.079922,-0.091903,-0.041694,0.12359,0.097428,-0.067121,0.124027,0.182662,0.133122,-0.108193,-0.087065,-0.085573,-0.08577,-0.108771,-0.164945,-0.09672,-0.083476,-0.116343,-0.007397,0.035536,0.00866,0.01546,0.0463,0.042142,-0.01302,-0.115421,-0.187349,-0.165362,-0.101386,-0.07251,0.134176,-0.048901,0.081692,-0.088901,-0.147039,0.074586,0.103793,0.108016,0.061432,0.116962,-0.086692,0.102776,0.006519,0.246577,0.233122,0.094756,0.019724,-0.039893,0.008477,0.04411,0.024729,0.042268,0.144881,0.17996,0.035041,0.064953,-0.056505,-0.071279,-0.092278,-0.074469,0.023918,-0.06739,-0.05524,0.123801,-0.010267,-0.004117,0.025905,0.016141,-0.075098,-0.079165,-0.07481,0.080981,0.081982,-0.072741,-0.072567,-0.067402,0.335966,-0.081002,0.240598,0.009975,0,0,0,0,1,1,0,0,0,1,1,1,1,0
0.118542,0.071849,0.160586,0.03586,0.114686,0.043495,0.023704,-0.096284,-0.120713,-0.016252,0.063922,0.028125,0.055086,0.025294,0.003736,-0.136596,-0.031866,-0.084354,-0.016159,-0.092626,-0.140685,-0.164602,-0.110054,-0.214376,-0.194649,-0.169964,-0.151692,-0.162332,-0.16386,-0.148956,-0.074913,-0.123348,-0.008392,0.168266,0.01061,-0.038128,-0.200216,-0.018542,0.0805,-0.075665,-0.059236,-0.000926,-0.022972,0.037231,0.060195,0.032051,0.048444,-0.153074,0.071233,0.160881,0.136318,0.144565,0.121746,-0.148915,0.033929,-0.059213,0.122735,0.086497,-0.008306,0.097706,0.029595,0.003975,0.036404,-0.077179,0.016442,-0.054964,0.020852,0.005339,-0.098415,0.099068,0.060552,-0.055062,-0.05937,-0.09557,-0.117632,-0.023764,-0.02022,0.055018,0.043711,-0.040548,-0.047098,-0.078416,-0.050645,0.233506,-0.055805,-0.054971,0.005286,0.246786,-0.03331,-0.076942,-0.061604,-0.053706,-0.044443,-0.037225,-0.028926,0.141287,-0.057029,-0.038025,-0.022089,0.247989,-0.024833,-0.039762,-0.068553,1,1,0,0,0,1,1,1,0,0,0,1,1,0
0.081803,-0.066628,-0.00982,-0.074932,-0.002795,-0.115256,0.074686,0.052203,0.055196,0.065072,-0.04788,-0.018969,0.002495,-0.064247,0.008628,-0.026167,0.044455,0.195664,-0.03001,-0.109113,-0.152898,-0.118342,-0.062582,-0.008752,-0.118016,-0.092888,0.037146,-0.018484,-0.101634,-0.098949,-0.014102,0.002698,0.051728,-0.037908,0.023065,0.155008,0.21408,0.150037,0.073492,0.053631,0.077351,0.169028,0.216864,-0.119973,0.039091,0.010789,0.026826,0.015334,-0.143647,-0.137851,-0.092754,-0.141988,-0.140365,0.039515,0.041583,-0.065694,-0.099586,-0.046297,-0.045503,-0.035402,0.063417,0.100732,0.003361,0.059385,-0.02803,0.013005,-0.001382,-0.037933,0.004248,0.074391,0.021701,0.041402,-0.108466,0.116897,0.124604,-0.051538,0.077251,0.157451,0.129176,-0.134988,-0.157591,0.223308,0.059952,0.175113,0.10621,0.128806,0.093402,0.025844,0.089773,-0.005604,0.003688,-0.145293,-0.146402,-0.172661,-0.147226,0.050774,-0.138597,-0.146394,0.131165,0.044896,0.201895,0.033671,-0.05401,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.13828,-0.077922,0.025676,0.004403,0.049165,-0.121229,-0.021436,-0.111104,-0.047151,-0.014451,-0.024621,0.147358,-0.048241,-0.03495,-0.145254,-0.135027,-0.025974,-0.061389,-0.023834,-0.160115,-0.10499,-0.068207,0.045505,0.173843,0.058864,0.112815,0.085561,0.081231,-0.056465,0.03075,-0.11956,-0.021041,0.008467,0.084082,0.202366,0.057248,-0.102236,-0.211942,0.011167,0.034171,0.040601,-0.002531,-0.170978,-0.278319,-0.067118,-0.106931,-0.160708,-0.051183,0.021022,0.011205,0.061686,0.032896,0.008721,-0.02237,-0.038113,-0.01322,0.161051,0.096143,0.114004,0.134453,0.068297,0.088152,0.141978,0.089069,-0.140139,-0.048894,-0.108671,-0.054212,-0.002148,0.067065,0.052281,0.045023,-0.319528,0.110474,-0.170742,-0.097469,-0.058246,0.174999,0.132318,0.033041,0.136832,-0.047281,-0.095584,-0.063712,-0.03092,-0.032389,-0.017226,-0.031947,0.019376,-0.018065,-0.0247,-0.101936,0.095474,-0.131818,0.086097,-0.063517,0.094906,0.089256,0.0065,-0.039368,-0.066608,-0.071745,0.082999,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.04055,0.033063,0.018946,-0.011309,0.05832,0.003074,0.043322,-0.025535,-0.032324,0.016146,0.001891,0.01994,0.03035,0.027959,0.037102,0.022255,0.015495,0.012349,-0.034239,0.118937,0.054689,-0.000497,-0.153284,-0.12817,-0.061225,-0.000533,0.132641,0.107219,-0.009342,0.104243,0.157669,0.00045,-0.011313,0.001329,-0.024481,-0.04222,-0.006368,0.005931,-0.035421,-0.065362,-0.100776,-0.0153,-0.014219,-0.010751,-0.041215,-0.053166,-0.066182,0.064711,-0.040641,-0.245098,-0.191775,-0.160464,-0.104588,0.253707,0.001523,0.132918,-0.101412,-0.225017,0.008611,0.073687,0.060241,0.049484,0.039006,0.048461,-0.011554,0.014835,0.068376,0.011647,0.099421,0.094259,0.06277,0.041547,-0.019375,-0.000205,-0.007224,0.054292,0.06705,0.036019,0.3546,-0.043313,-0.067145,-0.087987,-0.06843,-0.095244,-0.048262,-0.052241,-0.054952,0.282893,0.365184,0.040597,0.040676,-0.065206,-0.074247,-0.060535,-0.05761,-0.059265,-0.052678,-0.057971,-0.056947,0.283519,-0.068644,-0.029471,0.002564,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.035889,-0.053431,0.075154,-0.125475,0.022764,-0.088357,-0.006766,-0.144386,-0.046307,-0.17345,0.042059,-0.054101,-0.19695,-0.158216,-0.107215,-0.03764,-0.129523,0.068981,0.036066,-0.029248,-0.050627,-0.180991,-0.11814,-0.235329,-0.269663,-0.204711,-0.064061,-0.105444,-0.212273,-0.111969,-0.112273,-0.133425,0.048827,0.014932,0.033264,-0.077869,-0.050929,-0.016555,0.093813,0.124005,-0.049663,-0.150113,-0.054816,0.025401,-0.04145,0.041934,-0.01441,-0.023817,0.071136,0.092086,0.077915,0.03349,-0.039669,-0.061193,0.011235,-0.046024,0.140443,0.172773,0.183822,0.211536,0.178667,0.159963,0.23468,0.001117,-0.147177,-0.056261,-0.064614,-0.006853,0.065324,0.018236,0.159823,0.046411,-0.067939,-0.100832,-0.090198,-0.092454,0.014314,0.119413,0.107935,0.011155,-0.014955,-0.035034,0.010825,-0.059581,-0.005185,0.000899,-0.013345,-0.035607,-0.023083,-0.024167,-0.017234,0.020053,-0.027958,0.000835,-0.022444,0.002707,-0.006726,-0.021929,-0.009584,-0.033989,-0.015275,0.023464,0.123936,1,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.077159,-0.075222,-0.07668,0.041714,-0.07763,-0.094961,0.023732,-0.039973,-0.020594,-0.096423,-0.106641,0.000068,-0.057215,-0.180968,-0.057556,-0.035351,-0.116389,-0.114926,0.135063,-0.005948,-0.025167,0.081246,0.128772,0.085254,0.003731,0.085942,0.068428,0.038356,0.10766,0.101407,-0.000468,0.076097,-0.090378,-0.084589,-0.050684,-0.049555,0.010295,-0.073672,-0.046277,-0.1097,-0.127878,-0.031813,-0.035618,-0.329122,0.028208,-0.098196,-0.044462,0.017735,-0.021506,0.082971,0.041273,0.084293,0.132678,-0.141566,0.132726,0.085054,0.0761,0.102485,0.024808,0.073189,0.025713,-0.01621,0.012533,0.029014,0.001864,0.029241,-0.02496,-0.100525,0.000563,0.033992,0.124705,0.183544,-0.428624,-0.128946,0.026868,0.000377,-0.203662,0.10774,0.041514,-0.016501,-0.101127,-0.092242,-0.07803,-0.076404,0.05937,0.00408,0.085638,-0.016977,-0.081885,0.016856,0.06797,-0.033518,-0.066477,-0.017232,-0.057399,0.278822,-0.065942,-0.044553,-0.015792,0.183777,0.013929,-0.042042,0.03475,0,0,1,1,0,0,1,1,0,0,0,1,1,0
-0.022782,0.015592,-0.00632,0.02761,0.035816,-0.042789,0.02488,-0.069327,0.02403,0.067409,-0.034254,-0.027503,-0.329795,-0.138203,-0.04718,-0.032702,-0.056167,-0.062295,0.006585,0.071132,0.009752,-0.004975,0.007439,0.021369,0.019692,0.033807,0.098997,0.031354,0.125797,0.149294,0.053339,0.092592,-0.218071,0.182468,-0.042205,-0.087991,-0.067809,-0.000506,-0.17309,0.211864,0.201129,-0.04948,-0.135606,0.061398,-0.189464,0.048902,-0.151425,0.014374,-0.018306,-0.067335,-0.04939,-0.073477,-0.057441,0.093333,-0.035629,0.034655,-0.06046,-0.042067,-0.031515,0.062239,0.101721,0.058631,0.005194,0.055587,0.04295,0.099399,0.027252,-0.08741,-0.045225,0.154733,0.025295,0.008417,-0.070728,-0.121525,-0.053636,0.039164,0.106933,0.12644,0.052737,-0.056295,-0.07305,-0.034084,-0.072176,-0.09869,0.025318,0.045304,-0.068384,0.228522,-0.026866,-0.064365,-0.091138,0.184591,-0.078765,-0.073964,0.250969,-0.054831,-0.070741,0.250959,-0.066212,0.132243,0.098087,-0.052755,-0.117534,0,0,0,1,1,0,0,0,0,0,0,1,1,0
