@relation musicout

@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BH_HighLowRatio numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}

@data
0.075804,0.17712,0.086337,-74.977838,4.211009,-0.453023,3.196087,0.531016,1.098315,0.754951,0.319444,0.647859,0.732481,0.94197,0.75418,0.805721,0.051155,0.137571,0.037496,6.889522,1.865293,1.081717,1.017085,0.812119,0.702575,0.772238,0.620317,0.649657,0.571258,0.505716,0.529332,0.597292,0.037342,0.071988,0.007781,5.000543,1.699545,0.595329,0.746077,0.642574,0.553121,0.744061,0.387173,0.332693,0.350373,0.24686,0.337471,0.454674,0.025923,0.079389,0.029534,4.221782,0.563023,0.264693,0.276157,0.261359,0.122574,0.14455,0.111518,0.123373,0.116367,0.088742,0.141331,0.135836,0.45389,75,0.062848,150,2,0.955599,0.133176,1.310646,0,0,1,1,1,0
0.041178,0.174097,0.084437,-69.736587,3.624657,-0.092257,1.934537,0.772536,1.200591,0.536146,0.582101,0.543468,0.677564,0.644771,0.698649,0.307119,0.034761,0.226568,0.032032,4.450148,1.209018,1.046608,0.870734,0.804699,0.60551,0.548324,0.471109,0.537374,0.489091,0.471493,0.438721,0.457166,0.022805,0.092779,0.00864,2.119037,0.533409,0.49733,0.325217,0.33792,0.176785,0.221032,0.14762,0.136691,0.133132,0.150973,0.104441,0.164062,0.02604,0.122482,0.030209,3.915447,0.302491,0.274586,0.277543,0.229112,0.118506,0.121881,0.072289,0.088931,0.080087,0.063118,0.050452,0.068906,0.127996,58,0.003874,116,2,0.507659,0.006315,0.513974,0,0,0,0,0,1
0.032599,0.079806,0.087205,-72.304115,3.283207,0.64536,2.337256,0.796628,1.310627,0.83602,0.760788,0.777964,0.945295,0.637162,0.542933,0.563904,0.031942,0.124736,0.033365,5.577852,1.421708,1.165156,0.860172,0.74859,0.616558,0.611832,0.506979,0.516091,0.478222,0.475912,0.482392,0.502531,0.013304,0.030628,0.008228,2.868656,0.57433,0.515312,0.380628,0.418188,0.35477,0.234679,0.180975,0.150165,0.197784,0.164733,0.147367,0.169859,0.025412,0.056617,0.02961,3.699322,0.269187,0.259855,0.256508,0.161204,0.122431,0.121473,0.082115,0.094969,0.071295,0.072111,0.079228,0.077247,0.206209,55,0,165,3,0.739993,0,0.765219,0,0,0,0,1,1
0.076866,0.180113,0.081437,-75.702341,3.271842,0.940611,1.82109,0.237869,1.083678,0.260604,0.587516,0.506778,0.37022,1.04258,0.45195,0.463493,0.042547,0.126936,0.030257,4.528805,0.920498,1.034331,0.556338,0.574149,0.474666,0.580043,0.643196,0.600301,0.822595,0.833424,0.749768,0.71106,0.026641,0.069675,0.007097,3.54657,0.515364,0.744976,0.251758,0.301768,0.221514,0.331916,0.432732,0.387992,0.488088,0.709719,0.532268,0.294358,0.023216,0.064285,0.030234,4.383599,0.262389,0.312966,0.119609,0.113151,0.085463,0.130649,0.148153,0.263949,0.296556,0.344459,0.226663,0.225677,0.121307,94,0.21486,188,2,0.1401,0.562735,1.255286,0,0,0,0,0,1
0.028417,0.299215,0.08624,-78.569882,6.509508,0.870876,1.987546,0.919847,0.177213,0.575867,0.379955,0.491013,0.430261,0.837678,0.291598,0.941449,0.031123,0.371753,0.035039,4.506522,1.279291,0.990057,0.966991,0.662036,0.597402,0.571948,0.554156,0.531827,0.477589,0.462173,0.455489,0.460322,0.014305,0.155633,0.007328,3.285989,0.963147,0.571478,0.650219,0.40081,0.337734,0.330153,0.299782,0.327152,0.27344,0.253938,0.291452,0.233023,0.031164,0.09555,0.029407,4.169489,0.371237,0.23577,0.285212,0.116737,0.1286,0.148486,0.115209,0.086651,0.07881,0.096759,0.084475,0.075875,0.058779,73,0.040662,146,2,0.135522,0.007573,0.289531,0,0,1,1,1,0
0.039354,0.26102,0.090212,-74.172635,3.166254,0.298833,2.28458,0.211077,1.289851,0.498556,0.832937,0.785781,0.799473,0.723156,0.668523,0.470855,0.037778,0.291573,0.03594,6.520033,1.204542,1.398188,1.043868,0.804516,0.607452,0.647501,0.594073,0.536872,0.519092,0.477697,0.489915,0.4729,0.025349,0.172001,0.007418,2.571472,0.454385,0.555339,0.584891,0.347474,0.195865,0.247266,0.223537,0.166468,0.15253,0.151557,0.196137,0.129884,0.027918,0.139491,0.028818,3.826674,0.235176,0.279261,0.2754,0.194102,0.128757,0.104784,0.122034,0.101605,0.098025,0.124498,0.11928,0.088088,0.070483,61,0.007556,183,3,0.098548,0.234732,0.624398,0,1,0,0,0,0
0.056806,0.23133,0.09402,-69.769836,2.457773,0.78967,1.572476,0.43689,1.030961,0.524997,0.683694,0.496384,0.590433,0.453868,0.726463,0.500902,0.051474,0.266985,0.03787,5.383248,1.526871,1.137077,0.962082,0.836908,0.6675,0.679447,0.628544,0.576449,0.522193,0.499176,0.535437,0.466453,0.027796,0.07299,0.006018,1.873779,0.755857,0.483691,0.391117,0.349679,0.211916,0.184934,0.160421,0.229969,0.141584,0.149887,0.194345,0.133337,0.032359,0.074509,0.028712,4.298612,0.498685,0.233287,0.14928,0.142201,0.094156,0.109718,0.115869,0.099862,0.075045,0.071913,0.095809,0.060521,0.17922,56,0.268844,112,2,0.49603,0.350496,0.885866,0,0,0,0,0,1
0.035977,0.13999,0.080878,-73.146643,6.315539,0.871116,0.735255,0.528011,0.590547,0.565179,0.74184,0.648105,0.511962,0.518125,0.484651,0.442249,0.02251,0.199212,0.032205,3.556611,0.984967,0.751461,0.565687,0.639367,0.613693,0.574868,0.591945,0.667725,0.690295,0.588405,0.67186,0.517636,0.015035,0.097383,0.007489,2.443123,0.749055,0.510963,0.492559,0.456655,0.396793,0.398797,0.349173,0.33506,0.32275,0.253268,0.326922,0.234105,0.026631,0.143586,0.029839,4.437819,0.353536,0.171036,0.175926,0.20393,0.202636,0.175464,0.169902,0.307834,0.225959,0.175493,0.198315,0.120916,0.038367,64,0.044748,128,2,0.128921,0.064599,0.200475,1,1,0,0,0,0
0.114553,0.256011,0.09673,-75.49729,2.580206,0.209713,1.836627,0.450624,0.297717,0.187462,1.655917,0.776772,0.309348,0.1967,0.368656,0.608863,0.09272,0.190507,0.047529,5.442778,1.65464,1.412383,1.071956,0.830256,0.816326,0.675626,0.712191,0.69564,0.589581,0.573482,0.555988,0.518277,0.023001,0.044423,0.008551,3.834436,0.746946,0.76573,0.872718,0.508774,0.54256,0.353405,0.375215,0.387495,0.249399,0.291012,0.348801,0.279731,0.028507,0.045902,0.027974,4.083089,0.314094,0.305527,0.254942,0.187676,0.215681,0.12638,0.172208,0.158881,0.12398,0.106119,0.09396,0.104186,0.402026,68,0.612063,136,2,0.503365,0.716707,1.242089,0,0,1,0,0,0
0.107558,0.28041,0.088658,-68.003009,2.646582,1.38502,1.536225,0.530545,0.982815,0.65512,0.458284,0.559972,0.411552,0.553372,0.459881,0.462035,0.077115,0.212825,0.034159,5.205999,1.361096,1.047785,0.957139,0.84346,0.686088,0.611267,0.614017,0.525897,0.528201,0.489737,0.483263,0.454057,0.030603,0.068766,0.007445,2.24681,0.660807,0.58618,0.42613,0.26665,0.270914,0.263991,0.214665,0.261833,0.181678,0.167596,0.155796,0.169125,0.024422,0.05154,0.030071,4.13059,0.393977,0.213435,0.248459,0.187636,0.155655,0.103619,0.101475,0.095253,0.081609,0.067333,0.077498,0.056717,0.251191,59,0.012827,177,3,0.354375,0.101464,0.77416,0,0,0,0,0,1
