@relation MultiLabelData

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
0.041265,-0.058734,0.006126,-0.014742,-0.014285,-0.005634,-0.045613,0.084784,0.012669,-0.107191,0.051896,-0.140756,-0.037369,0.061383,0.068737,0.013752,0.046428,-0.02875,-0.07141,0.035666,0.175286,0.183308,0.175812,0.102545,0.185409,0.125455,-0.004214,0.007161,0.164226,-0.02055,-0.062316,0.068449,0.131063,0.009702,-0.013066,0.119252,0.152197,0.14884,0.081508,-0.008902,-0.013491,0.157061,0.112213,-0.157794,-0.012893,-0.124454,-0.112879,0.023022,-0.186664,-0.132851,-0.159642,-0.193877,-0.174709,-0.058819,-0.098333,0.117095,-0.138363,-0.061657,0.071298,-0.040402,-0.125407,-0.030494,0.172243,0.075846,-0.011268,-0.040905,-0.06237,-0.142486,0.060527,0.148809,0.045686,0.081504,0.303069,0.108999,0.213827,-0.111402,-0.196224,0.112097,0.016622,0.001576,-0.023812,-0.043864,-0.017919,-0.064234,-0.002134,0.029326,-0.011643,-0.037499,-0.027058,-0.036916,-0.032474,-0.00849,-0.036763,0.009831,0.004141,-0.020232,-0.006473,0.004239,0.01019,-0.022034,-0.025949,0.027756,0.140309,1,1,1,0,0,0,0,0,0,1,1,0,0,0
0.03275,0.018387,-0.110965,-0.013707,0.078807,-0.001053,0.000296,-0.027202,0.067704,0.106543,0.005879,-0.014693,0.052008,-0.029575,0.022998,-0.023705,0.056703,0.021255,-0.079966,0.040267,0.081801,0.078919,0.130903,0.120836,0.071908,0.118471,0.017595,0.103136,0.121029,0.057693,0.058263,0.089701,0.107009,0.172813,0.173765,0.098187,0.117881,0.134348,0.111127,0.042459,0.063073,0.110082,0.164688,-0.02516,0.10659,0.086645,0.13928,0.042973,-0.047956,-0.071996,-0.098408,-0.030287,-0.053987,0.084954,-0.003544,0.069755,-0.137611,-0.094937,-0.057925,-0.207643,-0.164534,-0.188324,-0.189894,-0.113931,0.098113,0.186381,0.007916,-0.206296,-0.18257,-0.131223,-0.120991,-0.195927,0.14085,0.032136,0.032546,0.12314,0.042031,-0.051492,-0.111868,0.24265,0.129642,-0.056963,-0.046013,-0.076833,-0.041118,-0.040006,-0.045567,-0.062222,-0.059887,-0.064394,-0.075841,-0.03427,0.018182,-0.027667,0.147486,-0.049749,0.093925,-0.04883,-0.045581,-0.066826,-0.059637,0.040459,0.091437,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.107912,-0.072598,-0.048241,0.017663,0.121922,-0.001449,0.095961,0.156725,0.118779,0.096831,0.090937,0.053699,0.084495,0.148236,0.06871,0.078642,0.147724,0.047873,-0.056613,0.020614,0.050669,0.160117,0.234813,0.107598,0.125371,0.031928,-0.0141,0.043626,0.039712,-0.091903,-0.063359,-0.089006,0.225424,0.18881,0.164564,0.094032,0.139578,0.123092,0.118113,-0.018844,0.033232,0.132433,0.11157,-0.000218,0.06847,0.032031,0.055003,-0.00334,-0.165521,-0.080039,-0.110091,-0.04837,-0.031386,-0.034432,-0.026399,0.069863,-0.158102,-0.10905,-0.008226,-0.330723,-0.14654,-0.108979,-0.089162,-0.049012,0.044719,-0.019282,-0.088256,-0.039757,0.00776,-0.043688,0.013945,0.093305,0.067721,-0.03932,-0.076478,-0.064854,-0.061162,-0.166444,-0.137387,0.111289,0.127714,-0.027079,-0.078771,-0.070817,-0.02716,-0.019939,-0.0819,-0.074455,-0.043863,-0.053171,-0.019447,-0.057362,0.112572,-0.032864,0.066523,-0.086928,0.189869,0.0022,-0.078077,-0.080018,-0.02474,-0.022947,0.097321,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.013228,0.082433,-0.120544,-0.105944,-0.117035,-0.060212,0.044135,-0.017782,-0.046867,-0.142279,-0.144571,-0.201099,-0.070248,-0.12674,-0.020698,-0.037266,0.021079,-0.017373,0.082027,-0.074086,0.005366,0.002716,-0.072658,-0.055956,-0.068052,0.022049,0.070437,-0.043364,0.035114,0.066358,0.107626,0.024448,0.166923,0.049365,0.011229,-0.024528,0.031396,-0.048562,-0.096025,-0.081643,-0.012286,-0.110157,-0.060091,-0.162055,-0.094869,-0.104261,-0.102892,-0.095294,-0.024061,0.038529,0.110412,0.134691,0.153703,-0.100114,0.140187,0.09377,-0.136281,-0.089341,0.110362,0.045029,0.054647,0.064375,0.101446,0.261087,-0.0391,-0.121215,-0.062381,-0.082758,0.050501,-0.046122,0.033602,-0.021917,0.112487,0.068566,0.105862,0.166898,0.140801,0.013734,0.022819,0.021844,0.146796,0.076575,-0.091947,0.108163,-0.115787,-0.117829,0.067085,0.304364,0.172802,-0.140279,-0.135415,-0.117584,-0.051733,-0.075215,0.071523,0.13555,-0.071998,-0.02515,0.037748,-0.031764,0.091134,-0.10719,-0.113454,0,0,0,0,0,1,1,0,0,1,1,0,0,0
0.014673,0.004252,0.124748,-0.045367,0.071716,0.157522,0.181742,0.064226,0.1094,-0.070167,0.048433,-0.105426,0.160666,-0.164526,0.036648,-0.002704,0.150112,0.142059,0.039852,-0.151345,-0.064583,0.030094,-0.070148,-0.007106,-0.200149,-0.13157,-0.186616,-0.237473,-0.24911,-0.156807,-0.230204,-0.190974,0.019762,-0.003648,0.066706,0.074311,0.023721,-0.075274,0.012831,0.049366,0.036724,-0.034414,0.009097,-0.085406,0.02278,0.039174,0.01128,-0.04527,0.093787,-0.030171,-0.077659,-0.150806,-0.159621,0.101502,-0.088049,-0.25584,0.04567,0.134275,-0.058823,-0.003508,0.036392,0.044277,0.00954,0.026254,0.035355,0.139275,0.056089,0.137522,0.027476,0.202373,0.15592,-0.090434,0.125419,0.087759,0.199396,0.004053,0.100825,0.01646,0.013873,-0.004154,-0.026842,-0.008742,-0.004045,-0.04908,-0.008259,-0.004374,0.013825,-0.038287,-0.030052,-0.017467,-0.029429,0.044346,-0.024055,0.001221,-0.016718,-0.023274,-0.012957,-0.023117,0.009801,-0.03762,-0.024998,0.017909,0.125306,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.142935,-0.066021,-0.092034,-0.143849,-0.235172,-0.237257,-0.151471,0.082968,-0.228658,-0.097958,-0.200705,-0.12338,-0.154596,-0.082453,-0.136819,-0.08143,-0.15179,-0.064935,-0.025888,-0.011047,-0.031984,-0.065733,0.010465,0.019974,-0.03929,0.093174,-0.005776,0.077761,0.027028,0.058292,0.099624,0.055373,0.009855,-0.017518,-0.028535,0.019973,-0.044824,-0.089547,-0.175755,0.148991,0.285054,-0.00042,0.006654,0.019744,-0.151295,-0.007179,-0.104925,0.101481,0.117061,0.14059,0.092051,0.078516,0.058009,-0.085798,-0.04572,-0.093567,0.015557,0.021193,-0.048489,0.119513,0.06371,-0.034368,0.01166,0.01376,0.005786,-0.092377,0.035393,0.06015,-0.005845,-0.065291,-0.038635,0.018545,-0.031008,-0.063842,0.070636,0.150956,0.051241,0.171101,0.299319,-0.039421,-0.058951,-0.004348,-0.039161,0.18391,-0.028206,-0.043431,0.043956,-0.06145,-0.052032,0.045714,-0.003836,-0.054516,-0.054736,-0.041401,-0.054049,0.10034,-0.056117,-0.057477,0.128231,0.011632,-0.0528,-0.029019,0.07618,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.019293,0.013603,-0.102048,-0.037543,-0.05741,-0.033705,0.00996,0.158625,-0.025066,0.073965,-0.0283,0.03126,-0.018797,0.125702,0.062988,0.044315,-0.018204,0.164513,-0.064193,0.044755,-0.064877,0.037163,0.130263,0.152468,0.1511,0.263582,0.206824,0.187813,0.103645,0.129382,0.122579,0.103634,-0.048415,-0.05539,-0.037873,0.021608,0.045857,0.005141,0.027661,0.000414,0.000245,0.156161,0.064985,0.10535,0.016498,-0.022422,0.004937,0.006211,-0.109073,-0.006551,-0.038264,0.012561,-0.090968,0.010681,0.089546,0.108807,0.001265,-0.010386,0.074968,-0.022356,-0.147932,-0.197443,-0.073869,-0.098925,0.02821,-0.091756,0.010379,-0.08642,0.066545,-0.130511,-0.159395,-0.108942,0.066037,0.027099,-0.04387,0.000634,-0.141383,-0.056085,-0.117954,0.258321,0.210963,-0.055786,-0.05395,-0.0851,-0.045726,-0.058072,-0.041629,-0.067455,-0.073282,-0.082095,-0.085235,-0.060046,0.182508,-0.061942,0.198762,-0.049044,0.188835,0.185473,-0.042456,-0.064459,-0.052029,-0.046226,-0.106733,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.013974,-0.087716,-0.025261,0.081303,0.031525,-0.013971,-0.018106,-0.044924,-0.106645,-0.041656,-0.037255,0.055985,0.012584,-0.002686,-0.084749,-0.075539,-0.003665,-0.068192,0.02263,-0.084554,-0.037357,0.117088,0.136457,0.090897,0.032941,-0.077108,-0.086588,-0.047201,0.042554,-0.233226,-0.125588,-0.049582,0.027914,0.055896,0.119884,0.026571,-0.190037,-0.146983,-0.287705,0.18105,0.056367,-0.11092,-0.110991,-0.096882,0.014517,-0.031895,0.005386,-0.091788,0.017694,0.063689,0.171068,0.195964,0.138612,-0.045026,0.174115,0.076603,0.069217,0.036986,-0.087795,-0.081729,-0.06375,-0.028262,-0.038177,0.007527,-0.018966,0.026963,-0.044137,0.031555,-0.089971,0.027544,0.074572,0.093463,-0.114989,-0.091183,0.054611,-0.061905,-0.086529,0.016186,-0.044864,-0.122736,-0.02563,0.015381,0.1246,0.026887,0.031063,-0.169641,-0.168352,-0.070456,-0.165658,0.069303,0.052019,0.140201,0.156213,-0.026986,-0.047364,-0.153816,0.051792,0.158149,0.174142,-0.062275,0.262868,-0.067444,-0.088859,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.113358,0.188235,-0.022696,-0.058523,-0.259039,-0.326138,-0.220262,-0.199791,-0.002505,0.110046,0.046679,0.109774,-0.088511,-0.15412,-0.217265,-0.087564,-0.064761,0.05495,-0.023847,-0.03757,-0.084503,0.042644,0.002826,0.0348,0.00031,0.098653,0.04695,0.132852,0.016294,0.112828,-0.000859,0.14934,0.023078,0.007947,-0.195604,-0.098151,0.019993,0.047076,0.012821,0.181882,-0.040168,-0.076425,-0.002749,-0.019924,-0.02035,0.025287,-0.08627,-0.005616,0.010431,0.046307,0.022195,0.005253,0.015074,-0.004684,-0.03332,-0.080728,0.081825,0.107294,0.074283,0.042073,0.029765,0.152611,0.116978,0.056775,-0.018408,0.003379,0.018588,-0.052954,0.071495,-0.028408,0.04887,0.084826,0.031077,-0.000548,-0.133233,-0.039434,-0.048396,-0.085832,-0.042392,0.246764,0.205073,-0.06827,-0.054613,-0.081428,-0.04997,-0.044362,-0.055596,-0.057375,-0.06292,-0.077927,-0.076663,-0.058994,0.105075,-0.057346,0.242604,-0.05074,0.111713,0.115597,-0.049521,-0.066047,-0.049587,-0.023413,-0.034446,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.196459,-0.175752,-0.129472,-0.058905,0.073769,-0.076509,0.009072,0.017137,0.08068,-0.0541,-0.102355,-0.077578,-0.072757,0.048035,0.156293,-0.056866,0.052613,-0.094405,-0.080156,-0.227856,-0.258719,-0.059888,-0.048733,0.084663,0.060142,0.044058,0.126071,0.166848,-0.067192,0.016781,0.036168,-0.108819,-0.04039,-0.107453,0.083263,0.152166,0.122202,0.098122,-0.2359,-0.091373,0.083007,0.107888,-0.009581,0.09991,-0.13808,-0.161444,-0.140118,0.201674,0.028566,0.081497,0.066456,-0.07919,0.081421,0.18491,0.118996,-0.052948,0.053046,0.049225,-0.003739,-0.049168,-0.093034,0.041445,0.214889,0.030809,-0.094569,-0.083006,-0.113424,-0.13045,0.04443,0.004076,0.023845,0.080342,0.161289,0.164802,0.073773,0.179595,0.020121,-0.05362,-0.035218,-0.006571,-0.025002,-0.030046,-0.013515,-0.057969,-0.000787,-0.000825,-0.017685,-0.030859,-0.026949,-0.027321,-0.031788,-0.015959,-0.025736,-0.004973,-0.01636,-0.023628,-0.019486,-0.02375,0.19847,-0.02629,-0.026586,0.01265,0.102409,0,0,0,0,0,0,1,1,0,0,0,1,1,0
